telemetry_id,timestamp,equipment_id,model,longitude,engine_status,engine_hours,operating_hours,utilization_pct,maintenance_status,rental_id,vendor_name,checkout_datetime,expected_return_datetime,fuel_efficiency_liters_per_operating_hour,anomaly_injected,checkin_datetime,rental_status_generated
T0019532,2026-03-06 09:37:00,EQX0054,Komatsu D65,80.270133,Off,1.13,0.17,15.06,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,46.17647058823529,False,2026-09-04 10:32:10.632738508,late
T0019533,2026-03-07 11:43:00,EQX0054,Komatsu D65,80.268531,Running,6.68,4.59,68.76,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,17.651416122004356,False,2026-09-04 10:32:10.632738508,late
T0019534,2026-03-08 07:43:00,EQX0054,Komatsu D65,80.271366,Running,6.9,4.63,67.13,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.339092872570195,False,2026-09-04 10:32:10.632738508,late
T0019535,2026-03-09 12:45:00,EQX0054,Komatsu D65,80.271659,Off,2.51,1.23,49.06,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.56097560975609,False,2026-09-04 10:32:10.632738508,late
T0019536,2026-03-10 15:20:00,EQX0054,Komatsu D65,80.272759,Off,2.71,0.54,19.92,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,28.98148148148148,False,2026-09-04 10:32:10.632738508,late
T0019537,2026-03-11 09:19:00,EQX0054,Komatsu D65,80.268314,Running,7.96,6.12,76.85,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,14.756535947712418,False,2026-09-04 10:32:10.632738508,late
T0019538,2026-03-12 09:42:00,EQX0054,Komatsu D65,80.269578,Running,4.51,3.34,74.01,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.91616766467066,False,2026-09-04 10:32:10.632738508,late
T0019539,2026-03-13 12:46:00,EQX0054,Komatsu D65,80.272655,Running,6.9,5.5,79.75,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.541818181818183,False,2026-09-04 10:32:10.632738508,late
T0019540,2026-03-14 17:47:00,EQX0054,Komatsu D65,80.269409,Running,6.01,5.91,98.34,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,14.307952622673437,False,2026-09-04 10:32:10.632738508,late
T0019541,2026-03-15 15:41:00,EQX0054,Komatsu D65,80.272241,Running,6.91,4.01,58.07,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.763092269326684,False,2026-09-04 10:32:10.632738508,late
T0019542,2026-03-16 07:40:00,EQX0054,Komatsu D65,80.266286,Running,4.01,2.68,66.87,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.73880597014925,False,2026-09-04 10:32:10.632738508,late
T0019543,2026-03-17 18:16:00,EQX0054,Komatsu D65,80.268549,Off,2.64,1.22,46.45,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.811475409836067,False,2026-09-04 10:32:10.632738508,late
T0019544,2026-03-18 09:31:00,EQX0054,Komatsu D65,78.485528,Running,6.4,3.97,62.11,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.292191435768263,False,2026-09-04 10:32:10.632738508,late
T0019545,2026-03-19 06:52:00,EQX0054,Komatsu D65,80.27153,Running,2.66,2.05,76.86,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.93170731707317,False,2026-09-04 10:32:10.632738508,late
T0019546,2026-03-20 14:44:00,EQX0054,Komatsu D65,80.27362,Running,10.54,8.79,83.36,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.928327645051198,False,2026-09-04 10:32:10.632738508,late
T0019547,2026-03-21 13:44:00,EQX0054,Komatsu D65,80.264251,Off,0.89,0.87,97.33,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,22.68965517241379,False,2026-09-04 10:32:10.632738508,late
T0019548,2026-03-22 10:49:00,EQX0054,Komatsu D65,80.265757,Off,1.95,0.28,14.41,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,40.14285714285714,False,2026-09-04 10:32:10.632738508,late
T0019549,2026-03-23 13:48:00,EQX0054,Komatsu D65,80.27127,Running,9.7,6.07,62.6,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,26.006589785831963,False,2026-09-04 10:32:10.632738508,late
T0019550,2026-03-24 12:19:00,EQX0054,Komatsu D65,80.271684,Running,7.7,4.77,61.92,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,25.70440251572328,False,2026-09-04 10:32:10.632738508,late
T0019551,2026-03-25 17:01:00,EQX0054,Komatsu D65,80.271289,Running,7.83,4.58,58.48,Service Due,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.451965065502183,False,2026-09-04 10:32:10.632738508,late
T0019552,2026-03-26 07:02:00,EQX0054,Komatsu D65,80.270798,Running,7.69,5.78,75.09,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.90138408304498,False,2026-09-04 10:32:10.632738508,late
T0019553,2026-03-27 09:32:00,EQX0054,Komatsu D65,80.272373,Running,6.01,4.29,71.34,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.377622377622377,False,2026-09-04 10:32:10.632738508,late
T0019554,2026-03-28 08:49:00,EQX0054,Komatsu D65,80.269789,Off,1.52,0.37,24.21,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,34.91891891891892,False,2026-09-04 10:32:10.632738508,late
T0019555,2026-03-29 08:00:00,EQX0054,Komatsu D65,80.269242,Running,8.08,5.27,65.29,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.3168880455408,False,2026-09-04 10:32:10.632738508,late
T0019556,2026-03-30 11:21:00,EQX0054,Komatsu D65,80.270963,Running,7.91,6.78,85.74,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.61504424778761,False,2026-09-04 10:32:10.632738508,late
T0019557,2026-03-31 06:11:00,EQX0054,Komatsu D65,80.271593,Running,7.33,6.73,91.84,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.065378900445765,False,2026-09-04 10:32:10.632738508,late
T0019558,2026-04-01 13:20:00,EQX0054,Komatsu D65,80.27272,Running,7.54,6.17,81.8,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.73581847649919,False,2026-09-04 10:32:10.632738508,late
T0019559,2026-04-02 17:38:00,EQX0054,Komatsu D65,80.268496,Off,2.33,0.11,4.58,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,79.72727272727272,False,2026-09-04 10:32:10.632738508,late
T0019560,2026-04-03 07:26:00,EQX0054,Komatsu D65,80.268493,Running,8.71,5.74,65.88,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,25.268292682926827,False,2026-09-04 10:32:10.632738508,late
T0019561,2026-04-04 14:07:00,EQX0054,Komatsu D65,80.267171,Running,10.89,7.37,67.74,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.351424694708275,False,2026-09-04 10:32:10.632738508,late
T0019562,2026-04-05 17:45:00,EQX0054,Komatsu D65,80.270266,Off,2.51,1.41,56.39,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.29787234042553,False,2026-09-04 10:32:10.632738508,late
T0019563,2026-04-06 17:21:00,EQX0054,Komatsu D65,80.268334,Running,7.05,5.33,75.62,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.112570356472794,False,2026-09-04 10:32:10.632738508,late
T0019564,2026-04-07 13:20:00,EQX0054,Komatsu D65,80.273743,Running,3.2,2.48,77.34,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,22.951612903225808,False,2026-09-04 10:32:10.632738508,late
T0019565,2026-04-08 15:33:00,EQX0054,Komatsu D65,80.272862,Running,7.74,5.38,69.42,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,15.83085501858736,False,2026-09-04 10:32:10.632738508,late
T0019566,2026-04-09 11:04:00,EQX0054,Komatsu D65,80.273946,Running,9.85,7.92,80.42,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.83838383838384,False,2026-09-04 10:32:10.632738508,late
T0019567,2026-04-10 06:38:00,EQX0054,Komatsu D65,80.27353,Off,3.01,1.04,34.69,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.27884615384616,False,2026-09-04 10:32:10.632738508,late
T0019568,2026-04-11 07:41:00,EQX0054,Komatsu D65,80.263828,Off,2.91,0.12,4.24,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,70.50000000000001,False,2026-09-04 10:32:10.632738508,late
T0019569,2026-04-12 15:09:00,EQX0054,Komatsu D65,80.273693,Running,10.07,5.73,56.89,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,17.38394415357766,False,2026-09-04 10:32:10.632738508,late
T0019570,2026-04-13 09:47:00,EQX0054,Komatsu D65,80.272173,Running,5.05,3.86,76.4,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.800518134715027,False,2026-09-04 10:32:10.632738508,late
T0019571,2026-04-14 16:25:00,EQX0054,Komatsu D65,80.272739,Running,8.03,4.51,56.08,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.944567627494457,False,2026-09-04 10:32:10.632738508,late
T0019572,2026-04-15 17:59:00,EQX0054,Komatsu D65,80.268747,Running,8.28,6.89,83.16,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.625544267053705,False,2026-09-04 10:32:10.632738508,late
T0019573,2026-04-16 15:23:00,EQX0054,Komatsu D65,80.268692,Running,7.29,5.94,81.5,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.203703703703702,False,2026-09-04 10:32:10.632738508,late
T0019574,2026-04-17 17:30:00,EQX0054,Komatsu D65,80.271096,Running,7.79,6.04,77.52,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.716887417218544,False,2026-09-04 10:32:10.632738508,late
T0019575,2026-04-18 14:10:00,EQX0054,Komatsu D65,80.271699,Running,8.4,7.68,91.41,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,22.785156250000004,False,2026-09-04 10:32:10.632738508,late
T0019576,2026-04-19 12:50:00,EQX0054,Komatsu D65,80.271814,Off,2.22,1.41,63.49,Service Due,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,26.539007092198585,False,2026-09-04 10:32:10.632738508,late
T0019577,2026-04-20 13:50:00,EQX0054,Komatsu D65,80.272727,Running,9.26,6.81,73.6,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.19970631424376,False,2026-09-04 10:32:10.632738508,late
T0019578,2026-04-21 16:50:00,EQX0054,Komatsu D65,80.269761,Running,10.58,7.47,70.66,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.437751004016064,False,2026-09-04 10:32:10.632738508,late
T0019579,2026-04-22 07:15:00,EQX0054,Komatsu D65,80.269288,Running,7.52,5.34,71.03,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.797752808988765,False,2026-09-04 10:32:10.632738508,late
T0019580,2026-04-23 17:10:00,EQX0054,Komatsu D65,80.277396,Off,1.92,0.47,24.34,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,32.82978723404256,False,2026-09-04 10:32:10.632738508,late
T0019581,2026-04-24 06:02:00,EQX0054,Komatsu D65,80.27438,Running,8.79,5.63,64.06,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,15.3854351687389,False,2026-09-04 10:32:10.632738508,late
T0019582,2026-04-25 07:24:00,EQX0054,Komatsu D65,80.272533,Off,3.2,1.31,40.99,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.931297709923665,False,2026-09-04 10:32:10.632738508,late
T0019583,2026-04-26 08:42:00,EQX0054,Komatsu D65,80.265113,Off,1.92,1.3,67.75,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.584615384615383,False,2026-09-04 10:32:10.632738508,late
T0019584,2026-04-27 06:50:00,EQX0054,Komatsu D65,80.270258,Running,8.19,7.62,93.03,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.01968503937008,False,2026-09-04 10:32:10.632738508,late
T0019585,2026-04-28 10:03:00,EQX0054,Komatsu D65,80.270026,Running,3.71,3.32,89.46,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,18.123493975903617,False,2026-09-04 10:32:10.632738508,late
T0019586,2026-04-29 11:28:00,EQX0054,Komatsu D65,80.271375,Running,7.69,6.45,83.91,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.665116279069768,False,2026-09-04 10:32:10.632738508,late
T0019587,2026-04-30 07:15:00,EQX0054,Komatsu D65,80.269652,Running,9.49,6.08,64.1,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.77467105263158,False,2026-09-04 10:32:10.632738508,late
T0019588,2026-05-01 15:53:00,EQX0054,Komatsu D65,80.269839,Off,2.48,0.36,14.35,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,60.69444444444445,False,2026-09-04 10:32:10.632738508,late
T0019589,2026-05-02 09:41:00,EQX0054,Komatsu D65,80.268808,Off,0.0,0.0,0.0,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,,False,2026-09-04 10:32:10.632738508,late
T0019590,2026-05-03 12:28:00,EQX0054,Komatsu D65,80.274055,Running,10.39,8.79,84.58,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.566552901023893,False,2026-09-04 10:32:10.632738508,late
T0019591,2026-05-04 14:41:00,EQX0054,Komatsu D65,80.27094,Running,13.47,7.44,55.24,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.68413978494624,False,2026-09-04 10:32:10.632738508,late
T0019592,2026-05-05 10:18:00,EQX0054,Komatsu D65,80.269795,Running,7.54,3.09,40.96,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,27.304207119741104,False,2026-09-04 10:32:10.632738508,late
T0019593,2026-05-06 06:52:00,EQX0054,Komatsu D65,80.272578,Running,7.25,6.0,82.84,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.201666666666664,False,2026-09-04 10:32:10.632738508,late
T0019594,2026-05-07 06:57:00,EQX0054,Komatsu D65,77.750248,Running,12.72,9.6,75.45,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.0375,False,2026-09-04 10:32:10.632738508,late
T0019595,2026-05-08 14:34:00,EQX0054,Komatsu D65,80.270565,Running,10.72,8.45,78.87,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.02366863905325,False,2026-09-04 10:32:10.632738508,late
T0019596,2026-05-09 06:37:00,EQX0054,Komatsu D65,80.273573,Running,3.69,3.59,97.29,Service Due,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.963788300835656,False,2026-09-04 10:32:10.632738508,late
T0019597,2026-05-10 18:25:00,EQX0054,Komatsu D65,80.269202,Off,1.19,0.43,36.21,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.348837209302324,False,2026-09-04 10:32:10.632738508,late
T0019598,2026-05-11 17:44:00,EQX0054,Komatsu D65,80.270121,Off,3.12,0.88,28.11,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,28.306818181818183,False,2026-09-04 10:32:10.632738508,late
T0019599,2026-05-12 16:17:00,EQX0054,Komatsu D65,80.270642,Running,6.34,5.16,81.42,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.17441860465116,False,2026-09-04 10:32:10.632738508,late
T0019600,2026-05-13 18:41:00,EQX0054,Komatsu D65,80.267527,Running,6.89,5.59,81.18,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.445438282647586,False,2026-09-04 10:32:10.632738508,late
T0019601,2026-05-14 12:37:00,EQX0054,Komatsu D65,80.269818,Running,6.57,5.86,89.19,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.984641638225256,False,2026-09-04 10:32:10.632738508,late
T0019602,2026-05-15 16:14:00,EQX0054,Komatsu D65,80.26957,Running,5.46,4.66,85.31,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.9656652360515,False,2026-09-04 10:32:10.632738508,late
T0019603,2026-05-16 19:38:00,EQX0054,Komatsu D65,80.272716,Running,5.07,2.72,53.72,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.588235294117645,False,2026-09-04 10:32:10.632738508,late
T0019604,2026-05-17 18:11:00,EQX0054,Komatsu D65,80.27031,Off,2.78,0.91,32.88,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,78.5054945054945,True,2026-09-04 10:32:10.632738508,late
T0019605,2026-05-18 08:15:00,EQX0054,Komatsu D65,80.267701,Running,7.75,4.76,61.43,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.808823529411764,False,2026-09-04 10:32:10.632738508,late
T0019606,2026-05-19 08:45:00,EQX0054,Komatsu D65,80.263683,Running,8.1,5.8,71.59,Service Due,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.212068965517243,False,2026-09-04 10:32:10.632738508,late
T0019607,2026-05-20 08:21:00,EQX0054,Komatsu D65,80.271737,Running,9.36,5.21,55.72,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.8809980806142,False,2026-09-04 10:32:10.632738508,late
T0019608,2026-05-21 18:47:00,EQX0054,Komatsu D65,80.272459,Running,8.93,6.84,76.58,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,14.78216374269006,False,2026-09-04 10:32:10.632738508,late
T0019609,2026-05-22 15:25:00,EQX0054,Komatsu D65,80.269273,Off,3.19,0.84,26.48,Service Due,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.94047619047619,False,2026-09-04 10:32:10.632738508,late
T0019610,2026-05-23 06:20:00,EQX0054,Komatsu D65,80.267604,Off,1.68,0.45,26.77,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,31.93333333333333,False,2026-09-04 10:32:10.632738508,late
T0019611,2026-05-24 19:03:00,EQX0054,Komatsu D65,80.274105,Running,8.39,5.21,62.14,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,17.441458733205376,False,2026-09-04 10:32:10.632738508,late
T0019612,2026-05-25 14:20:00,EQX0054,Komatsu D65,80.268164,Off,3.19,0.78,24.44,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,27.35897435897436,False,2026-09-04 10:32:10.632738508,late
T0019613,2026-05-26 14:24:00,EQX0054,Komatsu D65,80.275737,Off,2.51,1.03,41.14,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,31.7378640776699,False,2026-09-04 10:32:10.632738508,late
T0019614,2026-05-27 11:14:00,EQX0054,Komatsu D65,80.270854,Running,10.78,5.55,51.51,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,25.688288288288287,False,2026-09-04 10:32:10.632738508,late
T0019615,2026-05-28 15:17:00,EQX0054,Komatsu D65,80.26764,Running,5.44,4.22,77.47,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.886255924170616,False,2026-09-04 10:32:10.632738508,late
T0019616,2026-05-29 06:43:00,EQX0054,Komatsu D65,80.27062,Running,7.34,5.75,78.3,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.90086956521739,False,2026-09-04 10:32:10.632738508,late
T0019617,2026-05-30 15:16:00,EQX0054,Komatsu D65,78.487965,Running,6.86,5.83,84.95,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,17.054888507718697,False,2026-09-04 10:32:10.632738508,late
T0019618,2026-05-31 06:23:00,EQX0054,Komatsu D65,80.270472,Off,1.7,0.0,0.0,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,,False,2026-09-04 10:32:10.632738508,late
T0019619,2026-06-01 08:33:00,EQX0054,Komatsu D65,80.27365,Running,10.31,7.35,71.3,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,23.54829931972789,False,2026-09-04 10:32:10.632738508,late
T0019620,2026-06-02 08:05:00,EQX0054,Komatsu D65,80.272987,Running,9.83,7.63,77.59,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.158584534731325,False,2026-09-04 10:32:10.632738508,late
T0019621,2026-06-03 18:17:00,EQX0054,Komatsu D65,80.272208,Running,5.33,3.28,61.58,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,19.22560975609756,False,2026-09-04 10:32:10.632738508,late
T0019622,2026-06-04 16:12:00,EQX0054,Komatsu D65,80.267108,Running,9.3,7.8,83.87,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.65897435897436,False,2026-09-04 10:32:10.632738508,late
T0019623,2026-06-05 18:54:00,EQX0054,Komatsu D65,80.266682,Running,9.77,6.4,65.44,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.396875,False,2026-09-04 10:32:10.632738508,late
T0019624,2026-06-06 10:15:00,EQX0054,Komatsu D65,77.59214,Off,1.8,0.28,15.58,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,56.49999999999999,False,2026-09-04 10:32:10.632738508,late
T0019625,2026-06-07 11:32:00,EQX0054,Komatsu D65,80.273396,Off,1.62,0.48,29.68,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,22.604166666666668,False,2026-09-04 10:32:10.632738508,late
T0019626,2026-06-08 10:47:00,EQX0054,Komatsu D65,80.272062,Running,6.77,3.33,49.16,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,24.855855855855854,False,2026-09-04 10:32:10.632738508,late
T0019627,2026-06-09 09:24:00,EQX0054,Komatsu D65,80.26856,Off,4.93,1.79,36.2,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,22.972067039106143,False,2026-09-04 10:32:10.632738508,late
T0019628,2026-06-10 15:09:00,EQX0054,Komatsu D65,80.272863,Running,8.3,5.81,69.97,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,14.851979345955252,False,2026-09-04 10:32:10.632738508,late
T0019629,2026-06-11 06:25:00,EQX0054,Komatsu D65,80.269506,Running,11.9,8.64,72.6,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,16.331018518518515,False,2026-09-04 10:32:10.632738508,late
T0019630,2026-06-12 08:21:00,EQX0054,Komatsu D65,80.266858,Running,9.72,7.32,75.3,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,21.714480874316937,False,2026-09-04 10:32:10.632738508,late
T0019631,2026-06-13 14:08:00,EQX0054,Komatsu D65,80.269256,Running,8.99,6.05,67.3,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,15.31404958677686,False,2026-09-04 10:32:10.632738508,late
T0019632,2026-06-14 19:21:00,EQX0054,Komatsu D65,80.271988,Off,2.31,0.56,24.3,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,26.41071428571428,False,2026-09-04 10:32:10.632738508,late
T0019633,2026-06-15 08:30:00,EQX0054,Komatsu D65,80.272067,Off,0.11,0.0,0.0,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,,False,2026-09-04 10:32:10.632738508,late
T0019634,2026-06-16 14:14:00,EQX0054,Komatsu D65,80.270888,Running,7.79,5.55,71.22,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.190990990991,False,2026-09-04 10:32:10.632738508,late
T0019635,2026-06-17 16:24:00,EQX0054,Komatsu D65,80.274438,Running,8.19,5.92,72.23,Service Due,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.528716216216218,False,2026-09-04 10:32:10.632738508,late
T0019636,2026-06-18 17:35:00,EQX0054,Komatsu D65,80.270658,Off,3.54,0.8,22.54,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,32.5875,False,2026-09-04 10:32:10.632738508,late
T0019637,2026-06-19 09:49:00,EQX0054,Komatsu D65,80.274549,Running,10.73,8.74,81.45,Good,RNT004557,Vendor 031,2026-09-03 06:07:57.257702016,2026-09-03 18:07:57.257702016,20.94736842105264,False,2026-09-04 10:32:10.632738508,late
